RS Ou  N/P,Type Contribuable
FMIE,PM DECL
FMIX,PM DECL
FMNL,PM DECL
FMUU,PM DECL
FNFT,PM DECL
FNIW,PM DECL
FNQX,PM DECL
FNRI,PM DECL
FOSC,PM DECL
FOYL,PM DECL
FPLV,PM DECL
FPMF,PM DECL
FQNX,PM DECL
FQOG,PM DECL
FQSW,PM DECL
FQSY,PM DECL
FRLW,PM DECL
FRQR,PM DECL
FRTC,PM DECL
FSDE,PM DECL
FSFE,PM DECL
FTWE,PM DECL
FUHX,PM DECL
FUMK,PM DECL
FUPC,PM DECL
FVFH,PM DECL
FVHI,PM DECL
FVIF,PM DECL
FVJS,PM DECL
FVKV,PM DECL
FVNC,PM DECL
FVRR,PM DECL
FVUK,PM DECL
FWAE,PM DECL
FXFB,PM DECL
FXWI,PM DECL
FXXM,PM DECL
FYRE,PM DECL
FZFI,PM DECL
FZSO,PM DECL
GAGU,PM DECL
GALK,PM DECL
GBBS,PM DECL
GBDW,PM DECL
GBIU,PM DECL
GBWL,PM DECL
GCCK,PM DECL
GCDJ,PM DECL
GCTE,PM DECL
GCVW,PM DECL
GDHQ,PM DECL
GDIY,PM DECL
GDPB,PM DECL
GDSW,PM DECL
GECS,PM DECL
GFCI,PM DECL
GFQB,PM DECL
GGJX,PM DECL
GGKK,PM DECL
GHBO,PM DECL
GICT,PM DECL
GIQA,PM DECL
GISC,PM DECL
GIZM,PM DECL
GJET,PM DECL
GJXQ,PM DECL
GKNC,PM DECL
GKYG,PM DECL
GKYL,PM DECL
GLJM,PM DECL
GLQB,PM DECL
GLZU,PM DECL
GNAR,PM DECL
GNIG,PM DECL
GNML,PM DECL
GNOX,PM DECL
GNPE,PM DECL
GOQI,PM DECL
GORG,PM DECL
GPJE,PM DECL
GPRC,PM DECL
GPVL,PM DECL
GQIJ,PM DECL
GQNE,PM DECL
GRYG,PM DECL
GSBQ,PM DECL
GSIM,PM DECL
GSOS,PM DECL
GSYJ,PM DECL
GTME,PM DECL
GTNT,PM DECL
GTON,PM DECL
GTUY,PM DECL
GTYE,PM DECL
GTZZ,PM DECL
GUCY,PM DECL
GUKF,PM DECL
GUUG,PM DECL
GVNL,PM DECL
GVSP,PM DECL
GWFX,PM DECL
GWGV,PM DECL
GXIZ,PM DECL
GYBT,PM DECL
GYRS,PM DECL
GZGP,PM DECL
GZHG,PM DECL
GZLL,PM DECL
GZSA,PM DECL
HAHH,PM DECL
HAJF,PM DECL
HATN,PM DECL
HBFQ,PM DECL
HBMV,PM DECL
HBPS,PM DECL
HBTQ,PM DECL
HCQP,PM DECL
HCZE,PM DECL
HDJD,PM DECL
HDLC,PM DECL
HDNE,PM DECL
HDQH,PM DECL
HEAP,PM DECL
HEOX,PM DECL
HEVM,PM DECL
HFFE,PM DECL
HFMO,PM DECL
HGNJ,PM DECL
HGPE,PM DECL
HHBC,PM DECL
HHEN,PM DECL
HHIW,PM DECL
HIFI,PM DECL
HIFP,PM DECL
HINX,PM DECL
HJFC,PM DECL
HJJU,PM DECL
HJKC,PM DECL
HJND,PM DECL
HJRY,PM DECL
HKAE,PM DECL
HLDH,PM DECL
HLOI,PM DECL
HMDP,PM DECL
HODL,PM DECL
HOJC,PM DECL
HOJY,PM DECL
HOOR,PM DECL
HOXP,PM DECL
HPGP,PM DECL
HQAY,PM DECL
HQYA,PM DECL
HRLT,PM DECL
HRZP,PM DECL
HSLH,PM DECL
HSRZ,PM DECL
HTCL,PM DECL
HTYX,PM DECL
HTZP,PM DECL
HUCT,PM DECL
HUEL,PM DECL
HUEN,PM DECL
HUOP,PM DECL
HVGE,PM DECL
HWVX,PM DECL
HYAF,PM DECL
HYFJ,PM DECL
HYML,PM DECL
HYMW,PM DECL
HYYC,PM DECL
HYZS,PM DECL
HZDO,PM DECL
HZGG,PM DECL
HZUM,PM DECL
IAGH,PM DECL
ICHJ,PM DECL
IDED,PM DECL
IDHL,PM DECL
IDWG,PM DECL
IEES,PM DECL
IEPR,PM DECL
IEVC,PM DECL
IEVV,PM DECL
IFRK,PM DECL
IGMV,PM DECL
IHAI,PM DECL
IHAX,PM DECL
IJAF,PM DECL
IJVZ,PM DECL
IKRQ,PM DECL
IKWZ,PM DECL
IKYI,PM DECL
ILFF,PM DECL
ILGA,PM DECL
ILNP,PM DECL
IMMV,PM DECL
IMYQ,PM DECL
INIM,PM DECL
IOMI,PM DECL
IPHH,PM DECL
IQGM,PM DECL
IQJX,PM DECL
IQKS,PM DECL
IRBA,PM DECL
IRIZ,PM DECL
IRJK,PM DECL
IRZZ,PM DECL
ISWC,PM DECL
IUCZ,PM DECL
IUHJ,PM DECL
IUYK,PM DECL
IWHT,PM DECL
IWNL,PM DECL
IXHA,PM DECL
IYCF,PM DECL
IYCL,PM DECL
IYTB,PM DECL
IYVK,PM DECL
IYWW,PM DECL
IZEX,PM DECL
IZYE,PM DECL
JAJT,PM DECL
JAXF,PM DECL
JAYW,PM DECL
JBTG,PM DECL
JBTO,PM DECL
JBVC,PM DECL
JCCH,PM DECL
JCHQ,PM DECL
JCIT,PM DECL
JCLA,PM DECL
JCNW,PM DECL
JDYU,PM DECL
JEFF,PM DECL
JEFM,PM DECL
JEVU,PM DECL
JEZL,PM DECL
JFWX,PM DECL
JGAB,PM DECL
JGKQ,PM DECL
JGQS,PM DECL
JHHL,PM DECL
JHNG,PM DECL
JIFO,PM DECL
JIHU,PM DECL
JIXM,PM DECL
JKAP,PM DECL
JKCQ,PM DECL
JKDB,PM DECL
JKEG,PM DECL
JKEN,PM DECL
JKKO,PM DECL
JKLM,PM DECL
JKPP,PM DECL
JKXK,PM DECL
JLAY,PM DECL
JLBQ,PM DECL
JLRF,PM DECL
JMKX,PM DECL
JOQF,PM DECL
JPFL,PM DECL
JPQP,PM DECL
JPRH,PM DECL
JQTI,PM DECL
JQVQ,PM DECL
JQXE,PM DECL
JREC,PM DECL
JRGJ,PM DECL
JRNN,PM DECL
JROG,PM DECL
JSPE,PM DECL
JSVP,PM DECL
JTIH,PM DECL
JTJR,PM DECL
JTPT,PM DECL
JUMS,PM DECL
JVAX,PM DECL
JVOQ,PM DECL
JVPV,PM DECL
JVUZ,PM DECL
JVVM,PM DECL
JWBD,PM DECL
JWEH,PM DECL
JWKM,PM DECL
JXGC,PM DECL
JXHU,PM DECL
JXNA,PM DECL
JXNN,PM DECL
JXVS,PM DECL
JYDN,PM DECL
JYLI,PM DECL
JYXG,PM DECL
JZLO,PM DECL
JZPB,PM DECL
JZTR,PM DECL
JZUS,PM DECL
JZVI,PM DECL
KACP,PM DECL
KAOC,PM DECL
KAYB,PM DECL
KBKA,PM DECL
KBQR,PM DECL
KBUF,PM DECL
KCBO,PM DECL
KCUJ,PM DECL
KDFN,PM DECL
KDSU,PM DECL
KEKZ,PM DECL
KEUH,PM DECL
KFJB,PM DECL
KFNX,PM DECL
KFUC,PM DECL
KFVA,PM DECL
KGGZ,PM DECL
KGOT,PM DECL
KGWZ,PM DECL
KHNB,PM DECL
KHUG,PM DECL
KIBS,PM DECL
KIDI,PM DECL
KIJZ,PM DECL
KIOW,PM DECL
KJUT,PM DECL
KJYG,PM DECL
KKQP,PM DECL
KKVH,PM DECL
KLHL,PM DECL
KLMB,PM DECL
KLMY,PM DECL
KMAV,PM DECL
KMEK,PM DECL
KMMR,PM DECL
KNFV,PM DECL
KNPC,PM DECL
KNZS,PM DECL
KOOP,PM DECL
KOOU,PM DECL
KOOZ,PM DECL
KORQ,PM DECL
KOUV,PM DECL
KPEI,PM DECL
KPHK,PM DECL
KPWD,PM DECL
KQBK,PM DECL
KQFE,PM DECL
KQQM,PM DECL
KQWB,PM DECL
KQWR,PM DECL
KRCD,PM DECL
KRGL,PM DECL
KRHM,PM DECL
KRNK,PM DECL
KRZR,PM DECL
KSBA,PM DECL
KSZL,PM DECL
KTJC,PM DECL
KTTT,PM DECL
KUON,PM DECL
KURS,PM DECL
KUVK,PM DECL
KUXZ,PM DECL
KVCG,PM DECL
KVCO,PM DECL
KVIH,PM DECL
KVJB,PM DECL
KWHH,PM DECL
KWML,PM DECL
KWQM,PM DECL
KXFS,PM DECL
KXPT,PM DECL
KXSC,PM DECL
KXVE,PM DECL
KYCD,PM DECL
KYGZ,PM DECL
KYJQ,PM DECL
KYRY,PM DECL
KYTJ,PM DECL
KYWQ,PM DECL
KYXW,PM DECL
KZXS,PM DECL
KZXY,PM DECL
LAAS,PM DECL
LADX,PM DECL
LBRZ,PM DECL
LBZX,PM DECL
LCPQ,PM DECL
LCQE,PM DECL
LDHQ,PM DECL
LEDN,PM DECL
LELW,PM DECL
LFNR,PM DECL
LGGQ,PM DECL
LGNY,PM DECL
LGSH,PM DECL
LGWP,PM DECL
LGZX,PM DECL
LHIK,PM DECL
LHMV,PM DECL
LISO,PM DECL
LJBB,PM DECL
LJRI,PM DECL
LJSI,PM DECL
LKUC,PM DECL
LKZN,PM DECL
LLDB,PM DECL
LMII,PM DECL
LMJS,PM DECL
LMNE,PM DECL
LMQW,PM DECL
LNCV,PM DECL
LNDX,PM DECL
LNPF,PM DECL
LNWM,PM DECL
LOHQ,PM DECL
LOLG,PM DECL
LOSF,PM DECL
LOTF,PM DECL
LOXE,PM DECL
LOXM,PM DECL
LPBO,PM DECL
LPII,PM DECL
LPIK,PM DECL
LPLT,PM DECL
LPNH,PM DECL
LPNL,PM DECL
LQAN,PM DECL
LQUR,PM DECL
LRRX,PM DECL
LSYY,PM DECL
LTBW,PM DECL
LTDR,PM DECL
LTFE,PM DECL
LTLZ,PM DECL
LUCX,PM DECL
LUKZ,PM DECL
LUSW,PM DECL
LUUV,PM DECL
LUWE,PM DECL
LUXT,PM DECL
LVLM,PM DECL
LVPM,PM DECL
LWNX,PM DECL
LXFA,PM DECL
LXIR,PM DECL
LXYQ,PM DECL
LXZS,PM DECL
LYMG,PM DECL
LYOY,PM DECL
LYSI,PM DECL
LZBD,PM DECL
MAHJ,PM DECL
MASH,PM DECL
MBDQ,PM DECL
MBEC,PM DECL
MBHZ,PM DECL
MBXN,PM DECL
MCAV,PM DECL
MCBW,PM DECL
MCQM,PM DECL
MDKP,PM DECL
MDRN,PM DECL
MDVP,PM DECL
MEDL,PM DECL
MEIA,PM DECL
MEJN,PM DECL
MESZ,PM DECL
MEUM,PM DECL
MEYV,PM DECL
MFQI,PM DECL
MFTS,PM DECL
MFUS,PM DECL
MGQQ,PM DECL
MGXZ,PM DECL
MHNQ,PM DECL
MHTU,PM DECL
MINP,PM DECL
MJBS,PM DECL
MJEM,PM DECL
MJYV,PM DECL
MLAE,PM DECL
MLNN,PM DECL
MLQT,PM DECL
MMAP,PM DECL
MMCH,PM DECL
MMCY,PM DECL
MNDM,PM DECL
MNHT,PM DECL
MNKR,PM DECL
MPTR,PM DECL
MQYZ,PM DECL
MRSF,PM DECL
MRYE,PM DECL
MTLF,PM DECL
MTOI,PM DECL
MTOQ,PM DECL
MUAF,PM DECL
MURS,PM DECL
MUXT,PM DECL
MUYU,PM DECL
MVDM,PM DECL
MVDZ,PM DECL
MVIR,PM DECL
MVMO,PM DECL
MVYY,PM DECL
MWQG,PM DECL
MWVH,PM DECL
MXHW,PM DECL
MXXP,PM DECL
MYHP,PM DECL
MYMI,PM DECL
MZGZ,PM DECL
MZKF,PM DECL
MZNE,PM DECL
MZUA,PM DECL
MZYQ,PM DECL
NARG,PM DECL
NBOQ,PM DECL
NBWH,PM DECL
NCJM,PM DECL
NCNY,PM DECL
NDAU,PM DECL
NDQW,PM DECL
NDUV,PM DECL
NEXV,PM DECL
NFIH,PM DECL
NFXI,PM DECL
NFZW,PM DECL
NGCG,PM DECL
NGYX,PM DECL
NHEB,PM DECL
NHNM,PM DECL
NHSW,PM DECL
NIOT,PM DECL
NIZB,PM DECL
NJQU,PM DECL
NKDX,PM DECL
NKPX,PM DECL
NLCV,PM DECL
NLQX,PM DECL
NLVS,PM DECL
NMTB,PM DECL
NMXN,PM DECL
NNCA,PM DECL
NNDQ,PM DECL
NNFO,PM DECL
NNGT,PM DECL
NNIN,PM DECL
NNRL,PM DECL
NNUH,PM DECL
NOEL,PM DECL
NOIO,PM DECL
NOPQ,PM DECL
NPNT,PM DECL
NPZA,PM DECL
NQAZ,PM DECL
NQEL,PM DECL
NQGO,PM DECL
NQGR,PM DECL
NQGW,PM DECL
NQXO,PM DECL
NRDK,PM DECL
NRFK,PM DECL
NRPT,PM DECL
NRRP,PM DECL
NRVL,PM DECL
NSEQ,PM DECL
NSFA,PM DECL
NSII,PM DECL
NTCN,PM DECL
NTEN,PM DECL
NTLR,PM DECL
NUSE,PM DECL
NUWS,PM DECL
NVHT,PM DECL
NVXR,PM DECL
NWDN,PM DECL
NXBS,PM DECL
NXBZ,PM DECL
NYHC,PM DECL
NYTT,PM DECL
NZJU,PM DECL
NZOH,PM DECL
NZTZ,PM DECL
NZUY,PM DECL
OABD,PM DECL
OADL,PM DECL
OBAM,PM DECL
OBQC,PM DECL
OCBC,PM DECL
OCGT,PM DECL
OCHR,PM DECL
OCLW,PM DECL
OCTR,PM DECL
OCXH,PM DECL
OCZT,PM DECL
ODDC,PM DECL
ODLW,PM DECL
ODRK,PM DECL
OEBW,PM DECL
OEFP,PM DECL
OEVN,PM DECL
OEWZ,PM DECL
OFGB,PM DECL
OFQJ,PM DECL
OGFW,PM DECL
OGUP,PM DECL
OHFY,PM DECL
OHGZ,PM DECL
OHJI,PM DECL
OIJB,PM DECL
OIVX,PM DECL
OJAM,PM DECL
OJCD,PM DECL
OJQA,PM DECL
OJQJ,PM DECL
OKGA,PM DECL
OKHP,PM DECL
OKRC,PM DECL
OKSY,PM DECL
OLCY,PM DECL
OLDI,PM DECL
OLGH,PM DECL
OLIA,PM DECL
OLJJ,PM DECL
OLOI,PM DECL
OLUV,PM DECL
OMAX,PM DECL
OMQC,PM DECL
ONCB,PM DECL
ONVE,PM DECL
OOLO,PM DECL
OOOD,PM DECL
OOUZ,PM DECL
OPAT,PM DECL
OPGS,PM DECL
OSCO,PM DECL
OSUG,PM DECL
OUDL,PM DECL
OUWK,PM DECL
OVHT,PM DECL
OXLN,PM DECL
OXOO,PM DECL
OXTM,PM DECL
OYVD,PM DECL
OYVH,PM DECL
OZLQ,PM DECL
OZNS,PM DECL
OZZX,PM DECL
PABU,PM DECL
PAYA,PM DECL
PAZP,PM DECL
PBGA,PM DECL
PBGW,PM DECL
PBYF,PM DECL
PCCX,PM DECL
PCFM,PM DECL
PCJK,PM DECL
PCQY,PM DECL
PDIN,PM DECL
PDLX,PM DECL
PDUL,PM DECL
PDWW,PM DECL
PDZU,PM DECL
PEAS,PM DECL
PECC,PM DECL
PEFY,PM DECL
PEKB,PM DECL
PEPS,PM DECL
PEQY,PM DECL
PEUU,PM DECL
PFTS,PM DECL
PFYC,PM DECL
PFZA,PM DECL
PFZB,PM DECL
PGED,PM DECL
PGHR,PM DECL
PGYL,PM DECL
PHHV,PM DECL
PHIC,PM DECL
PHXT,PM DECL
PIBZ,PM DECL
PIOK,PM DECL
PJFB,PM DECL
PJNB,PM DECL
PJNV,PM DECL
PKCT,PM DECL
PKEB,PM DECL
PKJE,PM DECL
PKOL,PM DECL
PLRG,PM DECL
PLWL,PM DECL
PMIM,PM DECL
PMRQ,PM DECL
PMZY,PM DECL
PNOE,PM DECL
PNUC,PM DECL
POAW,PM DECL
POAZ,PM DECL
PQJT,PM DECL
PQQL,PM DECL
PRQV,PM DECL
PSHX,PM DECL
PSXL,PM DECL
PUEH,PM DECL
PUMC,PM DECL
PVQF,PM DECL
PVQQ,PM DECL
PWDM,PM DECL
PWDP,PM DECL
PWMH,PM DECL
PWPP,PM DECL
PWWF,PM DECL
PXIO,PM DECL
PXLW,PM DECL
PXQU,PM DECL
PXYK,PM DECL
PYJF,PM DECL
PYKJ,PM DECL
PZDE,PM DECL
PZFI,PM DECL
PZRJ,PM DECL
QAJC,PM DECL
QAWE,PM DECL
QBCR,PM DECL
QBRT,PM DECL
QCGH,PM DECL
QCKK,PM DECL
QCPW,PM DECL
QCRA,PM DECL
QDCY,PM DECL
QDIQ,PM DECL
QDUS,PM DECL
QDVX,PM DECL
QEIA,PM DECL
QFGB,PM DECL
QFLX,PM DECL
QFRJ,PM DECL
QGFA,PM DECL
QGGR,PM DECL
QGHM,PM DECL
QGVK,PM DECL
QGWN,PM DECL
QHEQ,PM DECL
QHKY,PM DECL
QHTF,PM DECL
QIAV,PM DECL
QIYE,PM DECL
QJFY,PM DECL
QKLI,PM DECL
QKMT,PM DECL
QKQE,PM DECL
QLCY,PM DECL
QLGY,PM DECL
QLWA,PM DECL
QMOQ,PM DECL
QMSB,PM DECL
QNFH,PM DECL
QNKC,PM DECL
QNNP,PM DECL
QNWE,PM DECL
QNXO,PM DECL
QOCF,PM DECL
QOKT,PM DECL
QOND,PM DECL
QOPP,PM DECL
QPAC,PM DECL
QPDJ,PM DECL
QPPR,PM DECL
QPSM,PM DECL
QQAW,PM DECL
QQPF,PM DECL
QQQO,PM DECL
QQTR,PM DECL
QRTN,PM DECL
QSFO,PM DECL
QSZZ,PM DECL
QTID,PM DECL
QTOT,PM DECL
QTZL,PM DECL
QTZP,PM DECL
QUNO,PM DECL
QUNZ,PM DECL
QUPM,PM DECL
QUSZ,PM DECL
QUYU,PM DECL
QVMZ,PM DECL
QWAT,PM DECL
QWBC,PM DECL
QWMX,PM DECL
QWQW,PM DECL
QWXT,PM DECL
QXCF,PM DECL
QXDX,PM DECL
QXRW,PM DECL
QXTM,PM DECL
QXUA,PM DECL
QXVH,PM DECL
QXVK,PM DECL
QXVP,PM DECL
QYDW,PM DECL
QYHG,PM DECL
QYUV,PM DECL
RAJL,PM DECL
RASR,PM DECL
RBOK,PM DECL
RBRC,PM DECL
RBUM,PM DECL
RBYD,PM DECL
RCIW,PM DECL
RCJA,PM DECL
RDIB,PM DECL
RDNG,PM DECL
RDNV,PM DECL
RDSE,PM DECL
RECQ,PM DECL
REDD,PM DECL
REMI,PM DECL
RFKR,PM DECL
RGFD,PM DECL
RHFD,PM DECL
RHGH,PM DECL
RHLR,PM DECL
RIHY,PM DECL
RIOO,PM DECL
RISV,PM DECL
RIXX,PM DECL
RJDB,PM DECL
RJQB,PM DECL
RKDC,PM DECL
RKJT,PM DECL
RKMK,PM DECL
RKXE,PM DECL
RLCW,PM DECL
RLSF,PM DECL
RLUA,PM DECL
RMKG,PM DECL
RMMA,PM DECL
RNUX,PM DECL
RPUB,PM DECL
RQEA,PM DECL
RQFX,PM DECL
RQKQ,PM DECL
RQNJ,PM DECL
RRBE,PM DECL
RRFA,PM DECL
RRRL,PM DECL
RSAS,PM DECL
RSET,PM DECL
RSPU,PM DECL
RSXK,PM DECL
RTCV,PM DECL
RTFT,PM DECL
RTFZ,PM DECL
RTJS,PM DECL
RTMP,PM DECL
RTZA,PM DECL
RUGI,PM DECL
RUPW,PM DECL
RUWP,PM DECL
RVAW,PM DECL
RVHK,PM DECL
RVUT,PM DECL
RWKX,PM DECL
RWMC,PM DECL
RWNH,PM DECL
RXLA,PM DECL
RXQD,PM DECL
RXWI,PM DECL
RYBB,PM DECL
RYPV,PM DECL
RYRW,PM DECL
RZHL,PM DECL
RZHP,PM DECL
RZJB,PM DECL
RZLV,PM DECL
RZVX,PM DECL
RZZM,PM DECL
SCIB,PM DECL
SCNG,PM DECL
SDZY,PM DECL
SEID,PM DECL
SEXB,PM DECL
SGAU,PM DECL
SGIU,PM DECL
SHXJ,PM DECL
SIHL,PM DECL
SIKX,PM DECL
SING,PM DECL
SIOG,PM DECL
SIOV,PM DECL
SIYZ,PM DECL
SJQP,PM DECL
SKEI,PM DECL
SKVM,PM DECL
SLDM,PM DECL
SLFE,PM DECL
SLNE,PM DECL
SLNL,PM DECL
SLXK,PM DECL
SMFQ,PM DECL
SMGB,PM DECL
SMNZ,PM DECL
SMWF,PM DECL
SNWV,PM DECL
SOGX,PM DECL
SOHE,PM DECL
SOKO,PM DECL
SPSU,PM DECL
SQKQ,PM DECL
SQZM,PM DECL
SSHS,PM DECL
SSUG,PM DECL
STCL,PM DECL
SUJI,PM DECL
SUST,PM DECL
SVAY,PM DECL
SVMA,PM DECL
SVXY,PM DECL
SWRI,PM DECL
SXFB,PM DECL
SXIJ,PM DECL
SXKG,PM DECL
SXLJ,PM DECL
SXMK,PM DECL
SYAQ,PM DECL
SYKH,PM DECL
SYQB,PM DECL
SYRE,PM DECL
SYUY,PM DECL
SZDD,PM DECL
SZQM,PM DECL
SZXD,PM DECL
SZXN,PM DECL
TAEX,PM DECL
TAHN,PM DECL
TAUY,PM DECL
TBDP,PM DECL
TCAB,PM DECL
TDGA,PM DECL
TDMQ,PM DECL
TDWC,PM DECL
TDXB,PM DECL
TEAS,PM DECL
TEFM,PM DECL
TFNJ,PM DECL
THIQ,PM DECL
THMW,PM DECL
THTQ,PM DECL
TIEG,PM DECL
TIXK,PM DECL
TJFC,PM DECL
TJZU,PM DECL
TKNY,PM DECL
TKPQ,PM DECL
TKZI,PM DECL
TLEH,PM DECL
TLPR,PM DECL
TMFL,PM DECL
TMHB,PM DECL
TMLI,PM DECL
TMMY,PM DECL
TMPF,PM DECL
TNDN,PM DECL
TNNA,PM DECL
TNTA,PM DECL
TNUW,PM DECL
TNZU,PM DECL
TOCQ,PM DECL
TOJN,PM DECL
TOPB,PM DECL
TOVE,PM DECL
TPBA,PM DECL
TPEZ,PM DECL
TPNO,PM DECL
TQAP,PM DECL
TQSF,PM DECL
TQWG,PM DECL
TRQF,PM DECL
TRWQ,PM DECL
TSGV,PM DECL
TTTN,PM DECL
TTWB,PM DECL
TTZS,PM DECL
TUQV,PM DECL
TUZC,PM DECL
TVIX,PM DECL
TWOB,PM DECL
TWZO,PM DECL
TXJN,PM DECL
TXKW,PM DECL
TXVH,PM DECL
TXVW,PM DECL
TYET,PM DECL
TYHU,PM DECL
TYOP,PM DECL
TYTN,PM DECL
TYVN,PM DECL
TYVS,PM DECL
TYYQ,PM DECL
TZGG,PM DECL
TZWK,PM DECL
UCLK,PM DECL
UCQC,PM DECL
UCTI,PM DECL
UCUF,PM DECL
UCWQ,PM DECL
UDPZ,PM DECL
UEYW,PM DECL
UFEQ,PM DECL
UFQS,PM DECL
UFWV,PM DECL
UGCB,PM DECL
UGDN,PM DECL
UGNL,PM DECL
UGWN,PM DECL
UGYM,PM DECL
UHBS,PM DECL
UHHV,PM DECL
UHRF,PM DECL
UHXS,PM DECL
UISE,PM DECL
UIXQ,PM DECL
UJJP,PM DECL
UJLK,PM DECL
UKCA,PM DECL
UKZU,PM DECL
ULDJ,PM DECL
ULFV,PM DECL
ULML,PM DECL
ULSA,PM DECL
ULXG,PM DECL
UMLM,PM DECL
UMMH,PM DECL
UMOJ,PM DECL
UMOT,PM DECL
UMRM,PM DECL
UMWA,PM DECL
UNNG,PM DECL
UNSP,PM DECL
UOMC,PM DECL
UORW,PM DECL
UOVD,PM DECL
UPCG,PM DECL
UPFW,PM DECL
UPHT,PM DECL
UPLV,PM DECL
UQAO,PM DECL
UQFH,PM DECL
URQG,PM DECL
USAZ,PM DECL
USSN,PM DECL
USUZ,PM DECL
UTPA,PM DECL
UTPG,PM DECL
UTPH,PM DECL
UUOC,PM DECL
UUTV,PM DECL
UUYE,PM DECL
UVJI,PM DECL
UVKP,PM DECL
UVLL,PM DECL
UVPY,PM DECL
UVSR,PM DECL
UVZG,PM DECL
UWBS,PM DECL
UWDR,PM DECL
UWGK,PM DECL
UWKC,PM DECL
UXBV,PM DECL
UXCD,PM DECL
UXON,PM DECL
UXSI,PM DECL
UYBF,PM DECL
UYBQ,PM DECL
UYDU,PM DECL
UYGT,PM DECL
UYMS,PM DECL
UYMY,PM DECL
VACW,PM DECL
VALZ,PM DECL
VBEY,PM DECL
VBPX,PM DECL
VCEF,PM DECL
VCJW,PM DECL
VCWN,PM DECL
VCZI,PM DECL
VCZU,PM DECL
VDBR,PM DECL
VDFF,PM DECL
VDFV,PM DECL
VDLG,PM DECL
VDOL,PM DECL
VEAA,PM DECL
VENY,PM DECL
VEPN,PM DECL
VEWU,PM DECL
VFJI,PM DECL
VFJM,PM DECL
VFLH,PM DECL
VFLY,PM DECL
VFOR,PM DECL
VFRF,PM DECL
VFZC,PM DECL
VGAY,PM DECL
VGHY,PM DECL
VGLN,PM DECL
VGMW,PM DECL
VGVP,PM DECL
VIAW,PM DECL
VIPF,PM DECL
VJDT,PM DECL
VKKB,PM DECL
VKWB,PM DECL
VLGI,PM DECL
VLWE,PM DECL
VMGN,PM DECL
VMHT,PM DECL
VMOA,PM DECL
VMYH,PM DECL
VNWA,PM DECL
VOEH,PM DECL
VOET,PM DECL
VOTQ,PM DECL
VOWJ,PM DECL
VOXY,PM DECL
VOYH,PM DECL
VPJZ,PM DECL
VPMM,PM DECL
VPNL,PM DECL
VPZC,PM DECL
VQDG,PM DECL
VQKW,PM DECL
VRPQ,PM DECL
VRQQ,PM DECL
VRSR,PM DECL
VSRN,PM DECL
VSXI,PM DECL
VTAE,PM DECL
VTCD,PM DECL
VTEQ,PM DECL
VTGC,PM DECL
VTKG,PM DECL
VTNH,PM DECL
VTRU,PM DECL
VUQF,PM DECL
VUQQ,PM DECL
VVGQ,PM DECL
VWEJ,PM DECL
VWFR,PM DECL
VWPP,PM DECL
VWRQ,PM DECL
VXBH,PM DECL
VXIT,PM DECL
VXKZ,PM DECL
VXQG,PM DECL
VXRD,PM DECL
VYCX,PM DECL
VYGG,PM DECL
VZMC,PM DECL
VZMD,PM DECL
VZZZ,PM DECL
WAGA,PM DECL
WAIB,PM DECL
WAOU,PM DECL
WARA,PM DECL
WARO,PM DECL
WAXQ,PM DECL
WBFS,PM DECL
WBKH,PM DECL
WBLP,PM DECL
WBNW,PM DECL
WCFO,PM DECL
WDPS,PM DECL
WEET,PM DECL
WENI,PM DECL
WEPQ,PM DECL
WEXO,PM DECL
WFUQ,PM DECL
WGDO,PM DECL
WGPQ,PM DECL
WIAL,PM DECL
WIOQ,PM DECL
WIRT,PM DECL
WITF,PM DECL
WJDN,PM DECL
WJOF,PM DECL
WKJG,PM DECL
WKRI,PM DECL
WKWQ,PM DECL
WMKT,PM DECL
WMQP,PM DECL
WMUK,PM DECL
WNMB,PM DECL
WNZZ,PM DECL
WODY,PM DECL
WPCJ,PM DECL
WPKR,PM DECL
WPRT,PM DECL
WPWW,PM DECL
WPYG,PM DECL
WQGC,PM DECL
WQOE,PM DECL
WRKO,PM DECL
WRNX,PM DECL
WSAZ,PM DECL
WSFK,PM DECL
WSLT,PM DECL
WSSK,PM DECL
WSXW,PM DECL
WTDW,PM DECL
WTFV,PM DECL
WTKC,PM DECL
WTNP,PM DECL
WUAD,PM DECL
WVHM,PM DECL
WVPS,PM DECL
WVVB,PM DECL
WVZA,PM DECL
WWMM,PM DECL
WWXR,PM DECL
WXBA,PM DECL
WXUE,PM DECL
WYBN,PM DECL
WYGE,PM DECL
WYGG,PM DECL
WYGH,PM DECL
WYIW,PM DECL
WYOP,PM DECL
WYZN,PM DECL
WZXH,PM DECL
WZXW,PM DECL
XABF,PM DECL
XABR,PM DECL
XAER,PM DECL
XASP,PM DECL
XBPC,PM DECL
XBRW,PM DECL
XBSM,PM DECL
XBSR,PM DECL
XCFK,PM DECL
XCOT,PM DECL
XDEU,PM DECL
XDNK,PM DECL
XDOO,PM DECL
XEKO,PM DECL
XEWI,PM DECL
XEZJ,PM DECL
XFAF,PM DECL
XFEK,PM DECL
XFRH,PM DECL
XGHM,PM DECL
XGOJ,PM DECL
XGZT,PM DECL
XHKR,PM DECL
XHWI,PM DECL
XHWJ,PM DECL
XILI,PM DECL
XIYP,PM DECL
XJFJ,PM DECL
XJGK,PM DECL
XJQH,PM DECL
XJUC,PM DECL
XJVR,PM DECL
XJWL,PM DECL
XKAI,PM DECL
